2024-06-27 13:11, failed, 0.219448
2024-06-27 13:24, failed, 0.355427
2024-06-27 13:32, failed, 0.194508
2024-06-27 13:41, failed, 0.250937
2024-06-27 13:49, failed, 0.186950
2024-06-27 13:58, failed, 0.241970
2024-06-27 14:08, failed, 0.178502
2024-06-27 14:20, failed, 0.193648
2024-06-27 14:30, failed, 0.256781
2024-06-27 14:39, failed, 0.194707
2024-06-27 14:47, failed, 0.200235
2024-06-27 14:55, failed, 0.183139
2024-06-27 15:07, failed, 0.232741
2024-06-27 15:19, failed, 0.527831
2024-06-27 15:29, failed, 0.236333
2024-06-27 15:37, failed, 0.236132
2024-06-27 15:46, failed, 0.399778
2024-06-27 15:55, failed, 0.270159
2024-06-27 16:05, failed, 0.212083
2024-06-27 16:17, failed, 0.538042
2024-06-27 16:30, failed, 0.236017
2024-06-27 16:40, failed, 0.433609
2024-06-27 16:49, failed, 0.549987
2024-06-27 16:57, failed, 0.227461
2024-06-27 17:08, failed, 0.224371
2024-06-27 17:20, failed, 0.196975
2024-06-27 17:30, failed, 0.375395
2024-06-27 17:39, failed, 0.183052
2024-06-27 17:47, failed, 0.204663
2024-06-27 17:55, failed, 0.214628
2024-06-27 18:07, failed, 0.186146
2024-06-27 18:20, failed, 0.210523
2024-06-27 18:31, failed, 0.188704
2024-06-27 18:40, failed, 0.203731
2024-06-27 18:49, failed, 0.175092
2024-06-27 18:57, failed, 0.228876
2024-06-27 19:08, failed, 0.209075
2024-06-27 19:19, failed, 0.205023
2024-06-27 19:27, failed, 0.199112
2024-06-27 19:37, failed, 0.379189
2024-06-27 19:45, failed, 0.214697
2024-06-27 19:54, failed, 0.565782
2024-06-27 20:03, failed, 0.228685
2024-06-27 20:15, failed, 0.211704
2024-06-27 20:25, failed, 0.292116
2024-06-27 20:34, failed, 0.205353
2024-06-27 20:43, failed, 0.182799
2024-06-27 20:51, failed, 0.194538
2024-06-27 21:00, failed, 0.221018
2024-06-27 21:11, failed, 0.240730
2024-06-27 21:21, failed, 0.231283
2024-06-27 21:29, failed, 0.170442
2024-06-27 21:38, failed, 0.188108
2024-06-27 21:46, failed, 0.224766
2024-06-27 21:55, failed, 0.210584
2024-06-27 22:05, failed, 0.230691
2024-06-27 22:16, failed, 0.365284
2024-06-27 22:27, failed, 0.239519
2024-06-27 22:36, failed, 0.229163
2024-06-27 22:44, failed, 0.238709
2024-06-27 22:53, failed, 0.175543
2024-06-27 23:02, failed, 0.218732
2024-06-27 23:13, failed, 0.187987
2024-06-27 23:24, failed, 0.174877
2024-06-27 23:33, failed, 0.388737
2024-06-27 23:41, failed, 0.209281
2024-06-27 23:50, failed, 0.178414
2024-06-27 23:58, failed, 0.196116
2024-06-28 00:26, failed, 0.236409
2024-06-28 00:49, failed, 0.589170
2024-06-28 01:23, failed, 0.189115
2024-06-28 01:50, failed, 0.193657
2024-06-28 02:12, failed, 0.203558
2024-06-28 02:31, failed, 0.197023
2024-06-28 02:43, failed, 0.190084
2024-06-28 02:52, failed, 0.195564
2024-06-28 03:00, failed, 0.369211
2024-06-28 03:12, failed, 0.215295
2024-06-28 03:25, failed, 0.266176
2024-06-28 03:34, failed, 0.621275
2024-06-28 03:42, failed, 0.208196
2024-06-28 03:51, failed, 0.185658
2024-06-28 03:59, failed, 0.231126
2024-06-28 04:10, failed, 0.184848
2024-06-28 04:24, failed, 0.184682
2024-06-28 04:33, failed, 0.189171
2024-06-28 04:42, failed, 0.228671
2024-06-28 04:50, failed, 0.186467
2024-06-28 04:59, failed, 0.202147
2024-06-28 05:09, failed, 0.191955
2024-06-28 05:21, failed, 0.193676
2024-06-28 05:30, failed, 0.190329
2024-06-28 05:39, failed, 0.241363
2024-06-28 05:48, failed, 0.191542
2024-06-28 05:56, failed, 0.180714
2024-06-28 06:08, failed, 0.193894
2024-06-28 06:22, failed, 0.172060
2024-06-28 06:34, failed, 0.193609
2024-06-28 06:43, failed, 0.180561
2024-06-28 06:51, failed, 0.184978
2024-06-28 06:59, failed, 0.176050
2024-06-28 07:11, failed, 0.226859
2024-06-28 07:21, failed, 0.225808
2024-06-28 07:30, failed, 0.197352
2024-06-28 07:38, failed, 0.192609
2024-06-28 07:47, failed, 0.181141
2024-06-28 07:55, failed, 0.548138
2024-06-28 08:06, failed, 0.267390
2024-06-28 08:19, failed, 0.219403
2024-06-28 08:30, failed, 0.352169
2024-06-28 08:39, failed, 0.212217
2024-06-28 08:48, failed, 0.187508
2024-06-28 08:56, failed, 0.224950
2024-06-28 09:07, failed, 0.223386
2024-06-28 09:20, failed, 0.199370
2024-06-28 09:29, failed, 0.170086
2024-06-28 09:37, failed, 0.222881
